iter	Logloss
968	0.09375412161
969	0.09365712445
970	0.09359166134
971	0.0935303477
972	0.09346790154
973	0.09339296986
974	0.0933441603
975	0.09330002933
976	0.09325985288
977	0.09321647383
978	0.09316497223
979	0.09312077627
980	0.0930712148
981	0.09302894969
982	0.09298012157
983	0.09293359561
984	0.0928871996
985	0.09284494378
986	0.09279504812
987	0.09272693939
988	0.09267854756
989	0.0926356605
990	0.09259852884
991	0.09255814817
992	0.09250589465
993	0.09245201662
994	0.09241040132
995	0.09236303989
996	0.09230977454
997	0.09224543466
998	0.0921806028
999	0.09214961643
